"Lot_Size","Num_of_Bedrooms","Unit_Type","Electric_Cost","Internet_Access","Fiber_Optic","Heatfuel_Type","Num_of_Rooms","Water_Cost","Built_Year","Ownership_Status","Mortgage_Equity_Status","Fam_Type_Emp_Status","Household_Language","Fam_Type_Household_Status","Children_Age","Residence_Duration","Family_Size","Num_of_Children","Under_18","Over_60","Over_65","Num_of_Workers","Household_Work_Exp","Household_Work_Status","Num_of_Vehicles","Mobile_Broadband","Prediction"
"2",3,"2",90,"1","2","1",6,4100,"3","2",NA,"2","3","1","4","7",3,0,"0","2","1",2,"7","3",2,"1","0"
"1",3,"2",100,"3",NA,"1",5,600,"3","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",320,"1","1","1",6,2,"3","1","3","1","1","1","4","2",2,0,"0","0","0",2,"1","1",4,"2","0"
"1",2,"2",100,"1","2","1",6,80,"1","1","3","2","2","1","2","6",7,3,"1","1","0",2,"7","3",1,"2","0"
"1",4,"2",200,"1","2","1",6,1800,"7","1","3","2","1","1","3","3",6,4,"1","0","0",1,"7","3",2,"2","0"
"1",3,"2",150,"1","2","3",7,30,"4","2",NA,"4","1","1","4","1",2,0,"0","2","0",0,"9","9",4,"1","0"
"2",2,"2",200,"1","2","6",5,1200,"3","1","3",NA,"1","5","4","6",NA,0,"0","1","1",NA,NA,NA,2,"1","0"
"1",2,"2",50,"1","2","1",5,420,"2","2",NA,"4","2","1","4","7",2,0,"0","2","1",0,"9","9",3,"1","0"
"2",5,"2",300,"1","2","1",8,100,"5","1","3","4","1","1","4","4",2,0,"0","0","0",2,"5","9",2,"2","0"
"1",2,"1",40,"1","1","1",5,20,"5","2",NA,"8","1","3","4","3",2,0,"0","1","1",0,"15","15",1,"2","0"
"1",3,"2",270,"1","2","1",6,1100,"2","1","3","4","4","1","4","7",2,0,"0","2","2",0,"9","9",3,"2","0"
"1",3,"2",260,"1","2","1",6,1200,"5","2",NA,"1","2","1","4","4",2,0,"0","0","0",2,"1","1",4,"1","0"
"1",4,"2",130,"1","2","1",6,100,"5","1","3","1","3","1","4","5",2,0,"0","0","0",2,"1","1",3,"2","0"
"1",4,"2",250,"1","1","1",9,1300,"6","1","3","4","1","1","4","6",2,0,"0","2","2",0,"9","9",3,"1","0"
"1",1,"2",30,"1","2","1",3,110,"1","2",NA,NA,"1","4","4","1",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",3,"2",140,"3",NA,"9",6,1300,"5","1","3","4","2","1","4","7",3,0,"0","2","2",1,"9","9",1,NA,"0"
"1",2,"2",370,"1","2","1",5,130,"6","2",NA,"2","1","1","4","5",3,0,"0","2","2",1,"3","3",2,"1","0"
"1",4,"2",130,"1","2","1",8,1500,"3","1","3","4","1","1","1","7",5,3,"1","0","0",0,"9","9",2,"2","0"
"1",3,"2",40,"1","1","1",8,1000,"13","1","3",NA,"1","6","4","3",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",3,"2",120,"1","2","1",7,1500,"6","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"1","0"
"2",4,"2",240,"1","2","2",7,140,"6","2",NA,"1","1","1","4","7",2,0,"0","0","0",2,"4","1",2,"1","0"
"1",5,"2",50,"1","2","1",10,1200,"8","1","3","1","1","1","4","3",2,0,"0","0","0",2,"2","1",0,"2","0"
"1",4,"2",230,"1","2","3",7,900,"3","1","3","2","2","1","4","5",3,0,"0","1","0",1,"7","3",3,"1","0"
"1",4,"2",500,"1","2","1",14,1200,"18","1","2","1","1","1","3","2",5,2,"1","1","1",2,"1","1",3,"1","1"
"1",4,"2",450,"1","2","1",8,150,"6","1","3","2","1","1","4","5",2,0,"0","0","0",1,"8","3",4,"1","0"
"1",4,"2",50,"2",NA,"8",8,1500,"7","1","3","3","1","1","4","4",2,0,"0","2","2",1,"8","7",2,NA,"0"
"3",3,"2",80,"1","2","2",7,2,"8","1","3","4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",4,"2",110,"1","2","6",7,2,"4","2",NA,"1","1","1","4","7",2,0,"0","1","1",2,"5","1",2,"2","0"
"1",3,"2",350,"1","2","1",8,380,"11","1","3","2","1","1","4","4",4,0,"0","0","0",2,"3","3",1,"2","0"
"1",4,"2",200,"1","2","1",6,1200,"4","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"1","0"
"1",7,"2",300,"1","2","1",14,2,"3","1","3","1","2","1","1","4",8,2,"1","0","0",3,"1","1",5,"2","0"
"1",2,"2",80,"3",NA,"3",4,180,"1","1","3",NA,"1","4","4","6",NA,0,"0","1","0",NA,NA,NA,1,NA,"0"
"1",3,"2",200,"3",NA,"3",5,1500,"10","1","3","2","2","1","2","4",6,4,"1","0","0",1,"3","3",3,NA,"0"
"1",5,"2",190,"1","2","1",7,800,"4","2",NA,"4","1","1","4","7",4,0,"0","2","2",1,"9","9",4,"2","0"
"2",4,"2",350,"1","2","1",9,360,"6","1","3","1","1","1","4","3",3,0,"0","0","0",3,"1","1",4,"2","1"
"1",0,"2",140,"1","2","3",1,2,"4","1","3",NA,"1","6","4","7",NA,0,"0","0","0",NA,NA,NA,0,"1","0"
"1",2,"2",130,"1","2","1",7,70,"3","1","3",NA,"1","4","4","7",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",70,"1","2","3",6,100,"4","2",NA,"5","2","2","4","7",4,0,"0","2","2",2,"10","10",3,"2","0"
"1",3,"2",250,"1","1","1",7,1500,"3","1","2","1","3","1","2","5",4,2,"1","0","0",3,"4","1",3,"2","0"
"2",7,"2",50,"1","1","2",14,1000,"6","1","2","2","1","1","3","4",16,13,"1","0","0",1,"3","3",4,"2","0"
"1",2,"3",200,"1","2","1",5,1800,"6","1","3","3","1","1","4","5",2,0,"0","2","1",1,"7","7",2,"1","0"
"2",3,"2",40,"2",NA,"2",5,2,"4","2",NA,"8","1","3","2","7",6,2,"1","1","1",1,"14","15",2,NA,"0"
"1",3,"2",40,"1","2","1",4,1100,"8","1","3","1","3","1","1","4",3,1,"1","0","0",2,"2","1",2,"2","0"
"1",2,"2",300,"1","2","1",6,2300,"3","1","2","4","1","1","4","7",2,0,"0","1","1",0,"9","9",3,"2","0"
"1",2,"2",40,"1","2","3",4,1200,"5","1","3","2","2","1","4","5",4,0,"0","1","1",3,"6","3",2,"2","0"
"1",3,"2",30,"1","2","1",8,1000,"3","2",NA,NA,"1","6","4","5",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",4,"2",340,"1","1","1",8,3000,"1","2",NA,"4","1","1","4","7",2,0,"0","2","2",1,"8","9",2,"2","0"
"2",4,"2",640,"1","2","1",10,2,"7","1","3","2","1","1","4","6",2,0,"0","2","1",1,"6","3",2,"1","0"
"1",3,"2",40,"1","2","1",8,40,"5","1","3",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",2,"2",80,"1","1","1",5,800,"3","1","3","4","2","1","4","3",2,0,"0","1","1",1,"3","9",2,"1","0"
"1",2,"2",270,"1","2","3",7,2,"6","1","3","1","1","1","4","5",3,0,"0","0","0",3,"1","1",3,"1","0"
"1",3,"3",120,"1","2","3",6,80,"13","1","3","1","3","1","4","1",2,0,"0","0","0",2,"2","4",1,"1","0"
"1",3,"2",50,"1","2","1",6,1200,"18","1","3","1","4","1","1","1",3,1,"1","0","0",2,"4","1",2,"1","0"
"2",4,"2",2,"1","2","7",9,1100,"6","1","2","4","1","1","4","3",2,0,"0","2","1",1,"8","9",4,"1","0"
"2",3,"2",160,"3",NA,"2",5,2,"3","2",NA,NA,"3","4","4","6",NA,0,"0","1","1",NA,NA,NA,6,NA,"0"
"1",4,"2",60,"1","2","1",6,350,"7","1","3","5","1","2","4","5",3,0,"0","1","1",2,"10","10",2,"2","0"
"1",3,"2",400,"2",NA,"3",6,400,"4","1","2","1","2","1","2","5",6,2,"1","1","1",3,"1","1",4,NA,"0"
"1",2,"3",160,"1","2","1",5,600,"6","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",150,"1","2","1",7,480,"1","1","3",NA,"4","1","4","5",2,0,"0","0","0",2,"1",NA,2,"2","1"
"1",3,"2",2,"3",NA,"1",6,670,"4","1","3","8","1","3","4","7",2,0,"0","1","1",0,"15","15",1,NA,"0"
"1",3,"2",490,"1","2","1",5,2,"3","1","3","4","1","1","2","7",7,2,"1","2","2",1,"9","9",2,"2","0"
"1",4,"2",380,"1","1","1",9,210,"5","1","3","1","3","1","2","4",4,2,"1","0","0",2,"1","1",4,"2","1"
"1",2,"2",280,"1","1","1",3,750,"3","1","2","1","2","1","3","5",5,2,"1","1","1",2,"1","1",4,"1","0"
"1",2,"3",80,"1","2","1",6,1100,"1","1","2","1","4","1","2","5",4,2,"1","0","0",2,"2","1",2,"1","0"
"1",3,"2",130,"1","2","1",4,1100,"6","2",NA,"4","2","1","4","5",2,0,"0","2","1",0,"9","9",2,"1","0"
"1",3,"2",150,"1","2","1",7,2,"5","1","3","1","2","1","3","5",5,3,"1","0","0",2,"2","1",2,"2","0"
"1",3,"2",100,"1","2","1",8,60,"9","1","3","1","1","1","2","4",3,1,"1","0","0",2,"1","1",2,"2","0"
"1",3,"2",170,"1","2","3",9,2,"6","1","2","1","1","1","4","5",2,0,"0","1","0",2,"4","1",2,"2","0"
"1",3,"2",90,"3",NA,"1",6,160,"3","1","2","4","3","1","4","6",2,0,"0","2","2",0,"9","9",1,NA,"0"
"1",3,"2",280,"2",NA,"1",8,600,"1","1","2",NA,"2","1","4","6",2,0,"0","0","0",1,"7",NA,2,NA,"0"
"1",2,"2",100,"1","2","6",4,840,"3","1","2","4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",120,"1","2","1",5,80,"4","1","3",NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",200,"1","2","1",8,500,"5","2",NA,"1","4","1","4","5",4,0,"0","2","0",3,"1","1",5,"2","1"
"3",4,"2",140,"1","2","3",7,360,"8","1","3","1","5","1","3","5",6,2,"1","2","2",2,"2","1",2,"2","0"
"1",4,"2",280,"1","2","1",9,950,"6","1","3","1","1","1","4","5",3,0,"0","1","1",2,"1","1",4,"2","1"
"2",3,"2",150,"1","2","3",7,2,"6","1","3",NA,"1","4","4","5",NA,0,"0","1","0",NA,NA,NA,2,"1","0"
"1",4,"2",90,"1","2","1",7,1200,"5","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",2,"2",110,"3",NA,"1",3,1600,"7","2",NA,"8","1","3","4","6",2,0,"0","2","2",0,"15","15",1,NA,"0"
"1",2,"3",60,"3",NA,"1",3,300,"4","2",NA,"4","1","1","4","2",2,0,"0","2","2",0,"9","9",1,NA,"0"
"1",4,"2",130,"1","2","1",7,2400,"6","1","3","2","1","1","4","6",2,0,"0","1","0",1,"3","3",2,"2","0"
"1",4,"2",40,"1","1","1",8,880,"5","1","2","4","1","1","4","7",3,0,"0","2","2",1,"9","9",2,"1","0"
"1",4,"2",90,"1","2","1",6,100,"2","1","3","1","1","1","4","3",2,0,"0","0","0",2,"1","1",3,"2","0"
"1",4,"2",160,"1","2","1",5,1400,"5","1","3","2","2","1","1","4",7,4,"1","0","0",2,"8","3",1,"1","0"
"1",3,"2",140,"1","2","1",4,1500,"3","2",NA,NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"1",3,"2",30,"1","2","3",6,1200,"4","1","3",NA,"1","5","2","5",NA,0,"1","0","0",NA,NA,NA,2,"2","0"
"1",3,"2",220,"1","2","1",6,1,"5","1","1","1","1","1","4","1",3,0,"0","0","0",3,"1","1",3,"2","0"
"1",3,"2",180,"1","2","3",7,1800,"3","1","3",NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",30,"1","2","1",6,360,"3","1","3",NA,"1","4","4","5",NA,0,"0","0","0",NA,NA,NA,4,"2","0"
"1",2,"2",70,"1","2","1",4,550,"2","1","2","3","2","1","4","5",4,0,"0","1","0",3,"8","7",3,"2","0"
"1",3,"2",350,"1","2","1",6,2,"1","1","1","1","3","1","4","6",3,0,"0","1","0",3,"1","1",4,"2","0"
"1",2,"3",80,"1","2","3",7,1,"4","2",NA,"4","2","1","4","5",2,0,"0","2","2",0,"9","9",1,"1","0"
"1",3,"2",100,"1","2","1",6,1500,"6","2",NA,NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",60,"1","2","1",6,1200,"4","1","3","1","1","1","4","4",3,0,"0","0","0",3,"2","1",4,"1","0"
"1",3,"2",60,"1","2","1",7,480,"10","2",NA,"4","1","1","4","4",2,0,"0","2","2",0,"9","9",3,"1","0"
"2",4,"2",260,"1","2","2",9,1100,"7","2",NA,"4","1","1","4","5",2,0,"0","2","2",0,"9","9",2,"2","0"
"1",3,"2",120,"1","2","1",9,180,"11","1","1",NA,"2","6","4","4",NA,0,"0","1","1",NA,NA,NA,2,"1","0"
"1",3,"2",80,"3",NA,"1",7,2200,"10","1","3","2","2","1","3","4",5,3,"1","0","0",2,"2","3",3,NA,"0"
"2",3,"2",120,"1","1","6",8,940,"6","2",NA,"2","1","1","4","5",2,0,"0","2","0",1,"3","3",1,"1","0"
"1",4,"2",350,"1","2","1",6,60,"5","1","3","1","1","1","4","3",5,0,"0","0","0",3,"5","4",4,"1","0"
"1",3,"2",200,"1","2","1",5,600,"3","1","3","1","4","1","1","4",4,2,"1","0","0",2,"1","1",3,"1","1"
"1",3,"2",100,"1","2","3",6,1600,"6","1","3","4","2","1","4","5",4,0,"0","2","2",2,"9","9",1,"2","0"
"1",3,"2",200,"1","2","1",6,1100,"6","1","3",NA,"1","4","4","6",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"2",4,"2",60,"1","2","2",8,2,"8","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",5,"1","0"
"1",3,"2",80,"1","2","3",6,200,"4","1","3","2","2","1","1","4",6,1,"1","0","0",3,"7","3",3,"2","0"
"1",4,"2",110,"1","1","1",8,70,"7","2",NA,"1","4","1","4","4",2,0,"0","2","2",2,"1","1",2,"1","0"
"1",4,"3",90,"1","1","1",7,30,"5","1","3","6","4","2","4","7",2,0,"0","1","1",1,"12","12",3,"1","0"
"1",4,"2",50,"1","2","1",7,780,"5","1","3",NA,"1","4","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",3,"2",50,"1","2","3",5,140,"16","1","3","1","1","1","4","3",2,0,"0","0","0",2,"1","1",2,"2","0"
"1",2,"2",80,"1","2","1",6,400,"3","1","2",NA,"1","4","4","6",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",4,"2",320,"1","2","3",7,2600,"7","2",NA,"8","4","3","2","3",2,1,"1","0","0",0,"15","15",1,"1","0"
"1",7,"2",220,"1","2","1",14,2100,"7","2",NA,"1","4","1","4","5",2,0,"0","2","2",2,"5","1",3,"2","1"
"1",5,"2",30,"1","2","3",10,700,"4","2",NA,"1","3","1","2","7",4,1,"1","0","0",3,"2","1",2,"1","1"
"1",3,"2",50,"1","2","1",6,2100,"3","1","3","1","1","1","2","5",3,1,"1","1","0",2,"1","1",2,"2","0"
"1",3,"2",350,"3",NA,"1",14,80,"2","1","3","8","1","3","4","7",2,0,"0","2","1",1,"15","15",1,NA,"0"
"2",3,"2",90,"1","1","6",10,350,"5","2",NA,"2","1","1","2","2",4,2,"1","0","0",2,"2","3",2,"2","0"
"1",3,"2",60,"3",NA,"3",5,650,"6","2",NA,"7","1","3","4","5",2,0,"0","1","1",0,"15","14",2,NA,"0"
"1",3,"3",120,"1","2","1",6,600,"7","1","3","2","3","1","4","3",2,0,"0","0","0",1,"3","3",1,"1","0"
"2",1,"2",40,"1","2","2",3,140,"3","1","3","1","2","1","4","6",3,0,"0","1","0",3,"4","1",6,"1","0"
"1",2,"1",20,"2",NA,"1",5,320,"5","2",NA,"8","1","3","4","2",2,0,"0","2","1",0,"15","15",1,NA,"0"
"3",3,"1",30,"1","2","2",6,2,"9","1","3",NA,"1","6","4","4",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",180,"1","2","3",6,1200,"6","2",NA,NA,"1","6","4","4",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",7,"2",300,"1","2","1",11,900,"11","2",NA,"1","3","1","4","1",3,0,"0","0","0",3,"4","1",5,"1","1"
"1",3,"3",40,"1","2","1",4,1,"4","1","2","3","1","1","4","6",2,0,"0","1","0",1,"6","7",2,"1","0"
"1",5,"2",130,"1","2","1",8,30,"5","1","3","1","1","1","2","4",4,2,"1","0","0",2,"1","1",2,"2","1"
"1",3,"2",80,"1","2","7",6,550,"7","2",NA,"3","1","1","4","5",3,0,"0","0","0",1,"6","7",4,"2","0"
"1",5,"3",270,"1","2","1",14,850,"1","1","2","4","1","1","4","6",4,0,"0","1","0",2,"9","9",2,"2","0"
"1",2,"2",80,"1","2","1",6,90,"9","1","3","4","1","1","4","4",2,0,"0","2","2",0,"9","9",2,"1","0"
"1",2,"2",20,"1","2","1",4,250,"2","1","2",NA,"1","6","4","7",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",30,"1","2","1",9,1200,"6","1","3","1","1","1","4","1",2,0,"0","0","0",2,"1","1",2,"1","1"
"1",4,"2",170,"1","2","3",8,1700,"6","1","3","4","4","1","4","6",4,0,"0","2","0",0,"9","9",3,"1","0"
"1",3,"2",170,"1","2","1",8,1400,"8","1","3","2","2","1","2","4",5,2,"1","0","0",2,"7","3",5,"2","0"
"1",4,"2",60,"1","1","1",9,540,"7","2",NA,NA,"1","6","4","6",NA,0,"0","1","0",NA,NA,NA,1,"1","0"
"1",3,"2",50,"1","2","3",7,360,"4","1","3","2","1","1","2","1",4,2,"1","0","0",1,"3","3",4,"1","0"
"1",3,"2",70,"1","2","1",5,40,"2","1","3","1","4","1","4","6",2,0,"0","2","1",2,"1","1",2,"2","0"
"1",3,"2",120,"1","2","3",5,1600,"6","1","3","1","1","1","4","5",2,0,"0","0","0",2,"5","1",3,"2","0"
"1",1,"3",40,"1","2","3",3,1,"4","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"3",340,"1","1","2",5,480,"6","1","3","2","1","1","2","5",3,1,"1","2","2",1,"3","3",2,"2","0"
"1",4,"2",540,"1","1","3",7,1300,"3","1","3","1","2","1","3","5",14,6,"1","0","0",3,"2","1",6,"2","0"
"1",4,"2",1,"1","2","3",6,1200,"17","1","3","1","4","1","2","3",4,1,"1","0","0",2,"5","2",3,"1","0"
"1",2,"2",90,"1","2","1",5,600,"2","1","3",NA,"1","6","4","6",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",4,"2",90,"1","2","1",9,1000,"5","2",NA,"4","1","1","4","7",4,0,"0","2","2",2,"9","9",4,"2","0"
"1",2,"2",140,"1","2","3",5,250,"2","2",NA,"7","2","3","2","6",3,1,"1","0","0",1,"13","13",2,"1","0"
"1",2,"2",30,"1","2","1",4,680,"7","1","3",NA,"1","4","4","1",NA,0,"0","0","0",NA,NA,NA,1,"1","0"
"2",4,"2",180,"3",NA,"1",8,1100,"4","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,NA,"0"
"1",3,"2",80,"1","2","1",5,110,"4","1","3","4","2","1","2","5",3,1,"1","1","0",1,"8","9",2,"2","0"
"1",5,"2",40,"1","2","1",9,100,"7","2",NA,"2","1","1","4","6",3,0,"0","0","0",1,"3","3",3,"1","0"
"1",2,"2",160,"3",NA,"1",4,900,"1","1","3","1","1","1","4","5",2,0,"0","2","0",1,"3","2",1,NA,"0"
"1",3,"3",80,"1","2","1",5,720,"2","1","3","2","2","1","4","5",3,0,"0","1","1",1,"7","3",3,"1","0"
"1",4,"2",100,"1","2","3",6,1200,"1","2",NA,"8","2","3","4","7",2,0,"0","1","1",0,"15","15",2,"2","0"
"1",3,"2",130,"1","2","1",4,120,"4","2",NA,"1","4","1","3","4",6,4,"1","0","0",2,"1","1",2,"2","0"
"1",2,"2",120,"1","2","1",3,900,"3","1","3","1","1","1","1","4",4,2,"1","0","0",2,"1","1",2,"1","0"
"1",4,"2",70,"1","1","1",6,480,"4","1","3","2","4","1","2","5",5,2,"1","0","0",1,"3","3",3,"2","0"
"1",4,"2",40,"1","2","1",6,120,"3","1","3","2","2","1","2","5",5,2,"1","0","0",2,"3","3",2,"2","0"
"1",3,"2",100,"1","1","7",7,500,"1","1","3","2","2","1","3","4",5,3,"1","1","0",1,"3","3",3,"1","0"
"1",2,"2",200,"1","2","1",5,400,"4","1","3","1","1","1","4","5",2,0,"0","0","0",2,"1","1",5,"2","0"
"1",4,"2",250,"3",NA,"1",11,180,"1","1","2","4","1","1","4","7",3,0,"0","2","2",1,"9","9",2,NA,"0"
"1",3,"2",400,"1","2","1",5,600,"3","1","3","4","2","1","2","7",6,2,"1","2","2",1,"9","9",2,"1","0"
"1",4,"2",50,"3",NA,"1",8,580,"5","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,0,NA,"0"
"1",3,"2",60,"1","1","1",7,2400,"7","1","2",NA,"1","6","4","6",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",3,"2",200,"1","2","1",6,2,"4","1","2","5","1","2","2","5",3,2,"1","0","0",1,"10","10",2,"1","0"
"1",3,"2",110,"3",NA,"1",4,1000,"5","1","3","1","1","1","3","5",4,2,"1","0","0",2,"1","1",2,NA,"0"
"1",3,"2",80,"1","2","1",5,1000,"6","2",NA,"1","2","1","4","5",2,0,"0","0","0",2,"2","1",3,"2","0"
"1",5,"2",200,"1","2","1",10,3500,"8","2",NA,"2","1","1","2","4",3,1,"1","0","0",1,"7","3",2,"1","1"
"1",3,"2",140,"1","2","1",6,40,"7","1","3","1","1","1","4","6",2,0,"0","1","0",2,"1","1",3,"2","0"
"1",2,"2",100,"1","2","1",4,2000,"2","1","3","2","4","1","4","1",2,0,"0","0","0",1,"7","3",4,"1","0"
"1",2,"2",300,"3",NA,"3",3,840,"3","1","3",NA,"1","6","4","5",NA,0,"0","1","0",NA,NA,NA,1,NA,"0"
"1",2,"1",60,"1","2","1",4,1,"5","2",NA,NA,"4","4","4","1",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",50,"1","2","3",5,790,"3","1","3","1","2","1","2","5",4,2,"1","0","0",2,"2","1",2,"1","0"
"1",4,"2",280,"1","2","1",7,1200,"5","1","3","1","4","1","2","1",6,3,"1","1","1",2,"2","2",2,"1","0"
"1",2,"1",80,"1","2","1",6,180,"5","2",NA,"8","1","3","4","7",2,0,"0","1","1",1,"15","15",2,"2","0"
"1",3,"2",90,"1","2","1",7,520,"3","2",NA,"3","1","1","4","6",2,0,"0","0","0",1,"7","7",3,"2","0"
"1",3,"2",80,"1","2","1",8,600,"9","1","3","4","1","1","4","4",2,0,"0","2","0",0,"9","9",2,"2","0"
"1",1,"1",90,"3",NA,"3",2,1,"10","2",NA,NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"3",80,"1","2","3",7,660,"2","2",NA,"4","4","1","4","6",3,0,"0","2","1",1,"9","9",2,"1","0"
"1",3,"2",150,"1","2","9",5,400,"5","1","3","2","4","1","4","6",4,0,"0","1","1",2,"3","3",4,"1","0"
"1",4,"2",100,"1","2","3",7,1000,"3","1","3","1","5","1","2","4",5,2,"1","0","0",3,"1","1",3,"2","0"
"1",3,"2",40,"1","2","1",6,80,"3","1","3","1","4","1","2","4",4,2,"1","0","0",2,"1","1",2,"2","0"
"1",3,"2",60,"3",NA,"1",7,360,"3","2",NA,NA,"1","6","4","7",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",130,"3",NA,"1",5,360,"5","1","2","1","1","1","4","5",2,0,"0","0","0",2,"5","1",2,NA,"0"
"1",3,"2",80,"1","2","1",6,600,"2","2",NA,"8","1","3","4","7",2,0,"0","1","1",1,"15","15",2,"1","0"
"1",3,"2",50,"1","2","1",7,760,"2","1","3","3","1","1","4","6",2,0,"0","2","1",1,"8","7",2,"1","0"
"1",2,"1",100,"1","2","3",5,500,"5","2",NA,"3","1","1","4","5",2,0,"0","2","2",1,"7","7",2,"1","0"
"1",5,"2",30,"1","2","1",9,50,"5","1","2",NA,"4","6","4","7",NA,0,"0","1","1",NA,NA,NA,2,"2","0"
"1",3,"2",140,"3",NA,"3",6,1000,"6","2",NA,NA,"1","6","4","3",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",3,"2",80,"1","2","1",7,1400,"8","1","3","1","1","1","4","5",4,0,"0","0","0",3,"5","1",4,"2","0"
"1",3,"2",100,"1","2","1",5,2400,"3","1","1","2","2","1","1","5",5,2,"1","0","0",2,"3","3",4,"1","0"
"1",4,"2",100,"1","2","3",8,3000,"8","1","3","1","4","1","4","5",3,0,"0","0","0",2,"2","1",3,"2","0"
"1",3,"2",200,"3",NA,"3",6,950,"6","1","3",NA,"1","6","4","5",NA,0,"0","1","1",NA,NA,NA,1,NA,"0"
"1",1,"2",180,"3",NA,"2",3,1400,"1","2",NA,"7","2","3","4","6",2,0,"0","0","0",2,"14","13",1,NA,"0"
"1",2,"2",120,"1","2","1",8,1400,"1","1","3","7","4","3","4","5",2,0,"0","1","0",2,"13","13",2,"2","0"
"1",5,"2",350,"1","1","1",7,130,"7","1","2","1","2","1","2","5",7,1,"1","0","0",3,"4","1",6,"1","0"
"1",3,"2",150,"1","2","1",6,1500,"5","1","3","1","1","1","2","5",4,1,"1","0","0",3,"1","1",4,"2","0"
"1",3,"2",180,"1","2","1",6,420,"3","2",NA,"4","1","1","4","7",2,0,"0","2","2",0,"9","9",4,"1","0"
"1",3,"2",40,"1","1","1",4,30,"7","1","3",NA,"1","4","4","6",NA,0,"0","0","0",NA,NA,NA,2,"1","0"
"1",3,"2",290,"1","2","1",8,1200,"4","1","3","2","2","1","4","7",3,0,"0","2","2",2,"5","3",3,"2","0"
"1",2,"1",4,"1","2","1",4,70,"5","2",NA,NA,"1","4","4","5",NA,0,"0","1","1",NA,NA,NA,1,"2","0"
"1",3,"2",80,"1","2","3",5,1800,"11","1","3","2","1","1","1","4",4,2,"1","0","0",2,"2","3",2,"1","0"
"1",2,"2",40,"1","2","1",5,720,"2","1","3","1","1","1","1","4",2,0,"1","0","0",2,"2","1",1,"1","0"
"1",3,"2",60,"3",NA,"6",7,500,"4","1","2",NA,"1","7","4","1",NA,0,"0","0","0",NA,NA,NA,1,NA,"0"
"1",5,"2",4,"1","2","1",8,1500,"16","1","3","1","1","1","4","2",2,0,"0","0","0",2,"1","1",2,"1","1"
"1",5,"2",50,"1","2","1",10,60,"8","1","3",NA,"3","4","4","3",NA,0,"0","0","0",NA,NA,NA,1,"2","0"
"1",2,"1",260,"1","2","2",3,1,"5","2",NA,"3","1","1","4","4",2,0,"0","1","1",1,"3","7",2,"1","0"
"1",2,"2",220,"1","2","1",7,780,"7","1","2",NA,"1","7","4","5",NA,0,"0","0","0",NA,NA,NA,2,"2","0"
"1",2,"1",130,"1","2","1",7,700,"5","2",NA,"3","1","1","4","5",2,0,"0","2","2",1,"6","7",1,"1","0"
"1",3,"2",100,"1","2","3",4,1800,"6","1","3","1","2","1","2","5",3,1,"1","0","0",3,"2","1",3,"1","0"
"1",3,"3",60,"1","2","1",6,200,"6","1","3","1","4","1","4","2",2,0,"0","0","0",2,"1","1",2,"1","0"
"1",3,"2",60,"3",NA,"1",6,900,"6","1","3","4","2","1","4","5",3,0,"0","2","2",0,"9","9",0,NA,"0"
